StockCode,title,description,features,category,tags,attributes,Price,image_url
20750,RED/WHITE DOT MINI CASES,A stylish and compact mini case designed for your electronics.,"[""Red and white dot design"", ""Compact size"", ""Water-resistant""]",Electronics Accessories,"[""electronics accessories"", ""mini cases"", ""water resistant""]","{""color"": ""Red and white dot"", ""material"": ""Polypropylene"", ""style"": ""Compact""}",7.95,"['https://m.media-amazon.com/images/I/71DeJq+vMpL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/61jIFoGWD6L._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/61khy1TrT+L._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/41dTmzvs12L._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/61RSWB59naL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/613PSZrUpwL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/61RSWB59naL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/51h2tcIxTsL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/61khy1TrT+L._AC_UY218_.jpg']"
20750,RED/WHITE DOT MINI CASES,A stylish and compact mini case designed for your electronics.,"[""Red and white dot design"", ""Compact size"", ""Water-resistant""]",Electronics Accessories,"[""electronics accessories"", ""mini cases"", ""water resistant""]","{""color"": ""Red and white dot"", ""material"": ""Polypropylene"", ""style"": ""Compact""}",7.95,"['https://m.media-amazon.com/images/I/618Fh6ujmmL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/41dTmzvs12L._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/71DeJq+vMpL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/81mHl5R8U0L._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/61RSWB59naL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/61RSWB59naL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/51XYAn8yL5L._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/51i33gCTgCL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/71Y3zZhziwL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/51h2tcIxTsL._AC_UY218_.jpg']"
20750,RED/WHITE DOT MINI CASES,A stylish and compact mini case designed for your electronics.,"[""Red and white dot design"", ""Compact size"", ""Water-resistant""]",Electronics Accessories,"[""electronics accessories"", ""mini cases"", ""water resistant""]","{""color"": ""Red and white dot"", ""material"": ""Polypropylene"", ""style"": ""Compact""}",7.95,"['https://m.media-amazon.com/images/I/71Y3zZhziwL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/81mHl5R8U0L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61zj-2GSBTS._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51fWi2l4CFL._AC_UL640_QL65_.jpg', 'https://m.media-amazon.com/images/I/51fWi2l4CFL._AC_UL640_QL65_.jpg', 'https://m.media-amazon.com/images/I/81GzLR4VXwL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61RSWB59naL._AC_UL320_.jpg']"
20750,RED/WHITE DOT MINI CASES,A stylish and functional mini case designed for your gadgets.,"[""Red and white dot design"", ""Mini size for easy portability""]",Electronics Accessories,"[""electronics accessories"", ""mini cases"", ""red-white""]","{""color"": ""Red and White"", ""material"": ""Polypropylene"", ""style"": ""Minimalist""}",7.95,"['https://m.media-amazon.com/images/I/71DeJq+vMpL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/61jIFoGWD6L._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/61khy1TrT+L._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/41dTmzvs12L._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/61RSWB59naL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/613PSZrUpwL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/61RSWB59naL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/51h2tcIxTsL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/61khy1TrT+L._AC_UY218_.jpg']"
20750,RED/WHITE DOT MINI CASES,A stylish and functional mini case designed for your gadgets.,"[""Red and white dot design"", ""Mini size for easy portability""]",Electronics Accessories,"[""electronics accessories"", ""mini cases"", ""red-white""]","{""color"": ""Red and White"", ""material"": ""Polypropylene"", ""style"": ""Minimalist""}",7.95,"['https://m.media-amazon.com/images/I/618Fh6ujmmL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/41dTmzvs12L._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/71DeJq+vMpL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/81mHl5R8U0L._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/61RSWB59naL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/61RSWB59naL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/51XYAn8yL5L._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/51i33gCTgCL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/71Y3zZhziwL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/51h2tcIxTsL._AC_UY218_.jpg']"
20750,RED/WHITE DOT MINI CASES,A stylish and functional mini case designed for your gadgets.,"[""Red and white dot design"", ""Mini size for easy portability""]",Electronics Accessories,"[""electronics accessories"", ""mini cases"", ""red-white""]","{""color"": ""Red and White"", ""material"": ""Polypropylene"", ""style"": ""Minimalist""}",7.95,"['https://m.media-amazon.com/images/I/71Y3zZhziwL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/81mHl5R8U0L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61zj-2GSBTS._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51fWi2l4CFL._AC_UL640_QL65_.jpg', 'https://m.media-amazon.com/images/I/51fWi2l4CFL._AC_UL640_QL65_.jpg', 'https://m.media-amazon.com/images/I/81GzLR4VXwL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61RSWB59naL._AC_UL320_.jpg']"
20750,RED RETROSPOT MINI CASES,"Red Retrospot Mini Cases are designed for storing small items such as keys, coins, and other small objects.","[""Red color"", ""Mini size"", ""Stylish design""]",Storage,"[""storage"", ""mini cases"", ""red""]","{""color"": ""Red"", ""material"": ""Plastic"", ""style"": ""Minimalist""}",7.95,"['https://m.media-amazon.com/images/I/71DeJq+vMpL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/61jIFoGWD6L._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/61khy1TrT+L._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/41dTmzvs12L._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/61RSWB59naL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/613PSZrUpwL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/61RSWB59naL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/51h2tcIxTsL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/61khy1TrT+L._AC_UY218_.jpg']"
20750,RED RETROSPOT MINI CASES,"Red Retrospot Mini Cases are designed for storing small items such as keys, coins, and other small objects.","[""Red color"", ""Mini size"", ""Stylish design""]",Storage,"[""storage"", ""mini cases"", ""red""]","{""color"": ""Red"", ""material"": ""Plastic"", ""style"": ""Minimalist""}",7.95,"['https://m.media-amazon.com/images/I/618Fh6ujmmL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/41dTmzvs12L._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/71DeJq+vMpL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/81mHl5R8U0L._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/61RSWB59naL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/61RSWB59naL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/51XYAn8yL5L._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/51i33gCTgCL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/71Y3zZhziwL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/51h2tcIxTsL._AC_UY218_.jpg']"
20750,RED RETROSPOT MINI CASES,"Red Retrospot Mini Cases are designed for storing small items such as keys, coins, and other small objects.","[""Red color"", ""Mini size"", ""Stylish design""]",Storage,"[""storage"", ""mini cases"", ""red""]","{""color"": ""Red"", ""material"": ""Plastic"", ""style"": ""Minimalist""}",7.95,"['https://m.media-amazon.com/images/I/71Y3zZhziwL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/81mHl5R8U0L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61zj-2GSBTS._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51fWi2l4CFL._AC_UL640_QL65_.jpg', 'https://m.media-amazon.com/images/I/51fWi2l4CFL._AC_UL640_QL65_.jpg', 'https://m.media-amazon.com/images/I/81GzLR4VXwL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61RSWB59naL._AC_UL320_.jpg']"
20751,FUNKY WASHING UP GLOVES ASSORTED,These funky washing up gloves are perfect for any kitchen or cleaning task.,"[""Funkiness"", ""Washing Up""]",Kitchen & Cleaning Supplies,"[""kitchen"", ""cleaning"", ""funky""]","{""color"": ""Various colors"", ""material"": ""Polyester"", ""style"": ""Regular""}",2.1,"['https://m.media-amazon.com/images/I/51v0ze+MLJL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/41xh2Iac8xL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61qiTFo9Y0L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71Qy3KHSUeL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/5118cwin4uL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51Fg8znMV+L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71GP0sO30SL._AC_UL640_QL65_.jpg', 'https://m.media-amazon.com/images/I/41saiw7OLJL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61n3Q-qUWNL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/618hKOlADqL._AC_UL320_.jpg']"
20752,RETRO BLUE SPOTTY WASHING UP GLOVES,These retro blue spotty washing up gloves feature a unique design with spots and stripes for a stylish touch.,"[""retro blue"", ""spotty design""]",Gloves,"[""stylish"", ""wearing outdoors""]","{""color"": ""retro blue"", ""material"": ""cotton"", ""style"": ""wearing outdoors""}",2.1,"['https://m.media-amazon.com/images/I/61ErKy7H3FL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/41eKHfY-BAL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51SqUI3LOTL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/41YTIazMtoL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61umGArPQEL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/41Gan0W8guS._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61m82mErSeL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51eTq9OGqUL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51Ucgqt2g-L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/716XGyUpc4S._AC_UL320_.jpg']"
20754,RETRO RED SPOTTY WASHING UP GLOVES,"These retro red spotty washing up gloves feature a unique design with a mix of colors and patterns, making them stand out from the crowd.","[""Unique design"", ""Red color"", ""Spotty pattern""]",Gloves,"[""wearing"", ""gloves"", ""hand""]","{""color"": ""red"", ""material"": ""nylon"", ""style"": ""spotty""}",2.1,"['https://m.media-amazon.com/images/I/61aUq4V-7QL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61zlvsMdSAL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/516RpiKUpRL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/6166N5tneZL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61FPCjkKEkL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61JDg6pGGJL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71IoYfALK8L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61IKBUT+2cL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71A6f2M3JwL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/81rrlyHv6yL._AC_UL320_.jpg']"
20754,RETRO RED SPOTTY WASHING UP GLOVES,"These retro red spotty washing up gloves feature a unique design with a mix of colors and patterns, making them stand out from the crowd.","[""Unique design"", ""Red color"", ""Spotty pattern""]",Gloves,"[""wearing"", ""gloves"", ""hand""]","{""color"": ""red"", ""material"": ""nylon"", ""style"": ""spotty""}",2.1,"['https://m.media-amazon.com/images/I/51uKzQwog3L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71Qy3KHSUeL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51uKzQwog3L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51ubwFJBsAL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51a7jXMxCQL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61aUq4V-7QL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61FPCjkKEkL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61JDg6pGGJL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/41uXpg-Q2QL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61D6BAIXXSL._AC_UL320_.jpg']"
20754,RETROSPOT RED WASHING UP GLOVES,These retro-style washing up gloves feature a red color and are made of high-quality materials.,"[""retro style"", ""red color"", ""high-quality materials""]",Gloves,"[""retro"", ""gloves""]","{""color"": ""red"", ""material"": ""high-quality materials"", ""style"": ""retro""}",2.1,"['https://m.media-amazon.com/images/I/61aUq4V-7QL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61zlvsMdSAL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/516RpiKUpRL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/6166N5tneZL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61FPCjkKEkL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61JDg6pGGJL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71IoYfALK8L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61IKBUT+2cL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71A6f2M3JwL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/81rrlyHv6yL._AC_UL320_.jpg']"
20754,RETROSPOT RED WASHING UP GLOVES,These retro-style washing up gloves feature a red color and are made of high-quality materials.,"[""retro style"", ""red color"", ""high-quality materials""]",Gloves,"[""retro"", ""gloves""]","{""color"": ""red"", ""material"": ""high-quality materials"", ""style"": ""retro""}",2.1,"['https://m.media-amazon.com/images/I/51uKzQwog3L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71Qy3KHSUeL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51uKzQwog3L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51ubwFJBsAL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51a7jXMxCQL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61aUq4V-7QL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61FPCjkKEkL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61JDg6pGGJL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/41uXpg-Q2QL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61D6BAIXXSL._AC_UL320_.jpg']"
20764,ABSTRACT CIRCLES SKETCHBOOK,A high-quality sketchbook with abstract designs for creative expression.,"[""High-quality paper"", ""Abstract designs"", ""Versatile design""]",Art Supplies,"[""Sketchbook"", ""Abstract"", ""Creative""]","{""color"": ""White"", ""material"": ""Cardboard"", ""style"": ""Modern""}",7.78,"['https://m.media-amazon.com/images/I/51NcdK5x7OL._AC_UL640_QL65_.jpg', 'https://m.media-amazon.com/images/I/A1BrSw9dEJS._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71iwIbOM7FL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71Rkk87XFiL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71WzH85h8FL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71ZTbRk3xVL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/81HKbttrjYL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61-fXUERhqL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/911X7dtymdL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61Hl1-9mL-L._AC_UL320_.jpg']"
20766,GARDEN PATH SKETCHBOOK,A high-quality sketchbook designed for gardeners and nature enthusiasts.,"[""Water-resistant material"", ""Padded pages for protection""]",Crafts & DIY,"[""gardening"", ""nature"", ""sketching""]","{""color"": ""Multicolor"", ""material"": ""Canvas"", ""style"": ""Classic""}",3.75,"['https://m.media-amazon.com/images/I/81hAlUyDkXL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/81au3k7Y0xL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/81L68wxdSLL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/81t5iNj6rtL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71+2OlOxcBL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/81VtBkomIRL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/81DUDaW1+wL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/812NUQD0ySL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71BvYHcTaeL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71SbuyX-cZL._AC_UL320_.jpg']"
20767,BLUE PAISLEY JOURNAL,A beautiful and unique journal with a blue background and colorful illustrations.,"[""Blue background"", ""Colorful illustrations""]",Stationery,"[""Journal"", ""Paisley"", ""Unique""]","{""color"": ""Blue"", ""material"": ""Cardstock"", ""style"": ""Classic""}",2.55,"['https://m.media-amazon.com/images/I/41nGBZb+RKL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/91ZmIMopxBL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71YkmuZwfFL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71xUMJqvZ7L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/91hVfq85fFL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/91REWIEw7DL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71x-Ki5fpKL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/7165E5PAS+L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61tWuDMEmpL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/718+hqxzwRL._AC_UL320_.jpg']"
20770,Abstract Circle Journal,"A high-quality, abstract circle journal designed for creative expression and productivity.","[""High-quality paper"", ""Abstract design"", ""Multiple pages""]",Stationery,"[""journal"", ""abstract"", ""creative""]","{""color"": ""White"", ""material"": ""Cardstock"", ""style"": ""Modern""}",2.55,"['https://m.media-amazon.com/images/I/71yUXxs881L._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/51NBiCRgvoS._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61I59cvuUFL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71vL5X20PJL._AC_UL640_QL65_.jpg', 'https://m.media-amazon.com/images/I/61knDhy-vyL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/61WzWc2WCeL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/91XTj3jfJNL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/81txV-3p8GL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/810-pPXa+aL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/81uAZ3ay+sL._AC_UL320_.jpg']"
20771,CHRYSANTHEMUM  JOURNAL,"A high-quality, durable and long-lasting journal for recording thoughts, ideas, or daily activities.","[""Durable"", ""Long-lasting"", ""High-quality""]",Notebooks,"[""journal"", ""durable"", ""long-lasting""]","{""color"": ""Various colors available"", ""material"": ""Cardstock paper"", ""style"": ""Classic""}",2.55,"['https://m.media-amazon.com/images/I/71ruMHCVJAL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/81wVeLP1phL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/81zwa4PtLKL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71lhAUZ9b7L._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/71vL5X20PJL._AC_UL640_QL65_.jpg', 'https://m.media-amazon.com/images/I/615OsmDizaL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/51YrPzshjcL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/819RnpcCs1L._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/61eN0FuvRoL._AC_UL640_QL65_.jpg', 'https://m.media-amazon.com/images/I/813DwjEFE5L._AC_UY218_.jpg']"
20772,GARDEN PATH JOURNAL,A beautiful garden path journal with a unique design that enhances the beauty of your garden.,"[""Beautiful design"", ""Enhances garden aesthetics""]",Decorative Items,"[""gardening"", ""decorative items"", ""journals""]","{""color"": ""Various colors available"", ""material"": ""Cardboard"", ""style"": ""Classic""}",2.55,"['https://m.media-amazon.com/images/I/81wpsbcGnVL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/71rXJqq2s3L._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/81CbFpcIjtL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/619P0nsmWZL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/71OUI0Y665L._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/81RL+UY5bKL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/61Pc6SNIqOL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/71JameRL8eL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/81v7GJInwYL._AC_UY218_.jpg', 'https://m.media-amazon.com/images/I/81MsBcnkYpL._AC_UY218_.jpg']"
20773,BLUE PAISLEY NOTEBOOK,A beautiful blue notebook with intricate paisley patterns.,"[""Blue color"", ""Intricate Paisley patterns""]",Stationery,"[""notebook"", ""blue"", ""paisley""]","{""color"": ""Blue"", ""material"": ""Paper"", ""style"": ""Classic""}",1.65,"['https://m.media-amazon.com/images/I/91tkHYd6peL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/417BdXrjntL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71QKOT012PL._AC_UL640_QL65_.jpg', 'https://m.media-amazon.com/images/I/91ZmIMopxBL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/81XXet4fJRL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/41sNlK149HL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71T642OrLeL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/81A5UjvwexL._AC_UL640_QL65_.jpg', 'https://m.media-amazon.com/images/I/71YkmuZwfFL._AC_UL320_.jpg', 'https://m.media-amazon.com/images/I/71Tgxk6VS5L._AC_UL320_.jpg']"
